http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4455052-4455410,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i10,T0422
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989706-33989798,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i13,SSR398
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#9781139-9785557,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i14,cLET-6-N21
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#46659306-46660528,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i17,T1358
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7381075-7381932,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i19,SSR114
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#18394624-18394972,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i21,TG386
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#4937804-4942750,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i22,C2_At4g22260
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#5664908-5665646,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i24,C2_At5g55710
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721278-10721330,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i3,SSR415
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36559789-36560455,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i5,CT140
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4583604-4584135,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i6,TG526
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#6046049-6051294,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene100_0-i8,C2_At2g41760
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4465300-4468574,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i10,C2_At3g55120
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989707-33989798,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i13,SSR470
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#9794268-9801279,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i14,cLET-6-N21
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#46747471-46750766,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i17,C2_At5g11260
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7381077-7382033,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i19,C2_At2g38440
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#18837370-18838616,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i21,T0427
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5004058-5004621,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i22,SSR76
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#5690272-5695796,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i24,C2_At3g13180
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721279-10721371,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i3,SSR398
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36559949-36561865,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i5,CT140
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4583604-4584131,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i6,TG605
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#6046983-6047449,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene101_0-i8,TG506
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4479248-4479812,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i10,T1790
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989713-33989798,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i13,SSR252
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#9832395-9832987,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i14,T1414
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#46747627-46750650,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i17,cLET-3-O9
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7395514-7395879,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i19,CT235
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#20780636-20781281,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i21,C2_At3g21540
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5009018-5013894,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i22,C2_At4g22300
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#5904763-5906274,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i25,C2_At4g26500
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721279-10721364,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i3,SSR252
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36620947-36621466,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i5,T0950
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4583604-4584126,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i6,TG605
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#6048363-6048823,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene102_0-i8,TG506
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4654142-4654360,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i10,CT227
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989726-33989798,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i13,SSR410
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#10406724-10407556,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i14,C2_At4g29060
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#48334083-48335256,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i17,C2_At1g48270
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7395514-7395879,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i19,CT235
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#21031736-21036581,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i21,T1044
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5063600-5071296,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i22,C2_At4g10320
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#6323972-6324491,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i25,TG618
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721279-10721359,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i3,SSR395
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36792931-36796289,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i5,C2_At1g67170
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4584883-4585380,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i6,TG526
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#6219615-6220271,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene103_0-i8,SSR139
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4654142-4654360,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i10,CT93
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989735-33989798,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i13,SSR434
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#11525871-11526695,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i14,T1544
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#48503760-48505830,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i17,T0720
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7855460-7856263,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i19,C2_At5g01710
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#21381759-21382283,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i21,TG11
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5064109-5065248,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i22,T0523
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#6323976-6324491,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i25,TG618
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721279-10721342,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i3,SSR434
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36811831-36815590,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i5,C2_At5g11390
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4662928-4669221,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i6,T0660
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#7201111-7211313,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene104_0-i8,C2_At5g12430
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4654142-4654360,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i10,CT227
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989739-33989796,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i13,SSR408
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#11916378-11916850,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i14,TG156
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#48506743-48507082,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i17,CT47
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#7924821-7925601,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i19,T1095
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#21550233-21558989,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i21,C2_At5g04910
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5132130-5133785,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i22,C2_At3g51970
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#6759379-6763096,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i25,SSR20
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721279-10721336,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i3,SSR512
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36842975-36843610,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i5,CT176
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4816256-4816774,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i6,TG457
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#7258232-7258728,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene105_0-i8,TG524
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4654142-4654360,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i10,CT93
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#33989739-33989796,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i13,SSR512
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#11918329-11918818,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i14,TG156
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#48506997-48508605,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i17,T1214
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#8162533-8163319,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i19,C2_At3g08780
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#21876064-21886910,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i21,T0555
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5441299-5442775,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i22,C2_At4g16390
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch12#7482706-7488784,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i25,C2_At3g43300
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch01#10721596-10721677,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i3,SSR377
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch02#36842980-36843610,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i5,CT176
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch03#4816498-4816988,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i6,TG457
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch04#7258232-7258512,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene106_0-i8,TG461
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch05#4698723-4699344,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i10,C2_At3g25590
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch06#34138878-34139569,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i13,C2_At5g05500
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch07#14295449-14300595,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i15,T0965
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch08#48988953-48989775,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i17,C2_At2g26330
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch09#8940138-8943452,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i19,C2_At5g01590
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch10#26423521-26424060,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i21,TG138
http://solgenomics.net/genome/Solanum_lycopersicum/chromosome/SL2.50ch11#5459132-5461202,http://solgenomics.net/genome/Solanum_lycopersicum/variation/gene107_0-i22,SSR592
