4551535,5,2,16,Biomass,Biomass,,11,stsnp_c1_2221," ",,,10.1007/s11105-014-0824-z
4551535,5,14,16,"Plant height","plant height",http://purl.obolibrary.org/obo/SP_0000402,10,stsnp_c1_12614," ",,,10.1007/s11105-014-0824-z
4551535,5,25,16,"Stem diameter","stem diameter",http://purl.obolibrary.org/obo/TO_0020083,10,stsnp_c1_7206," ",,,10.1007/s11105-014-0824-z
4551535,6,10,17,"Stem diameter","stem diameter",http://purl.obolibrary.org/obo/TO_0020083,8,stsnp_c1_12166," ",,,10.1007/s11105-014-0824-z
4551535,6,11,17,"Stem diameter","stem diameter",http://purl.obolibrary.org/obo/TO_0020083,8,stsnp_c1_12166," ",,,10.1007/s11105-014-0824-z
4551535,6,16,17,"Tuber weight",tuber,http://purl.obolibrary.org/obo/SP_0000047,1,Stsnp_c1_2501," ",,,10.1007/s11105-014-0824-z
4773602,6,1,21,11A/P,11A/P,,,SIP003," ",,,10.3389/fpls.2016.00223
4773602,6,2,21,11A/P,11A/P,,,SIP004," ",,,10.3389/fpls.2016.00223
4773602,6,7,21,11A,11A,,,SIP125," ",,,10.3389/fpls.2016.00223
4773602,6,12,21,11A,11A,,,SIP150," ",,,10.3389/fpls.2016.00223
4773602,6,13,21,11A/P,11A/P,,,SIP151," ",,,10.3389/fpls.2016.00223
4773602,6,17,21,11A,11A,,,SIP188," ",,,10.3389/fpls.2016.00223
4773602,6,21,21,11A,11A,,,SIP218," ",,,10.3389/fpls.2016.00223
4773602,6,23,21,11A,11A,,,SIP232," ",,,10.3389/fpls.2016.00223
4773602,6,24,21,11A/P,11A/P,,,SIP283," ",,,10.3389/fpls.2016.00223
4773602,6,25,21,11A,11A,,,SIP291," ",,,10.3389/fpls.2016.00223
4799268,4,1,24,TSC,TSC,,,104(109)66(71)56(61)44(48)47(49)29(31)28(31)22(23)24(26)11(11)10(10)10(10),"            ",,,10.1007/s00122-016-2665-7
4799268,4,2,24,TY,TY,,,41(46)26(28)21(23)13(15)13(14)5(7)2(3)2(3)2(2)1(1)1(1)1(1),"            ",,,10.1007/s00122-016-2665-7
4799268,4,3,24,TSY,TSY,,,29(30)46(49)29(31)24(26)3(4)11(12)8(9)5(6)1(1)2(2)2(2)2(2),"            ",,,10.1007/s00122-016-2665-7
4799268,4,4,24,TN,TN,,,32(34)30(38)007(8)16(21)003(4)2(5)00,"            ",,,10.1007/s00122-016-2665-7
4799268,4,5,24,TW,TW,,,60(63)38(40)0024(24)8(9)004(4)1(1)00,"            ",,,10.1007/s00122-016-2665-7
4374564,5,1,34,"30/31 genotypes (96.7%)","30/31 genotypes (96.7%)",,,RFLP(GP125)," ",,,10.1270/jsbbs.65.53
4374564,5,2,34,"77/77 F1 progeny 112/117 genotypes (95.7%)","77/77 F1 progeny 112/117 genotypes (95.7%)",,,"RFLP(ADG2probe,3.5kbfragment)"," ",,,10.1270/jsbbs.65.53
4374564,5,3,34,"77/77 genotypes (100%)","77/77 genotypes (100%)",,,CAPS(ADG2fragment)," ",,,10.1270/jsbbs.65.53
4374564,5,4,34,"97/117 genotypes (83%) for different origins of Ry sources",RY,http://purl.obolibrary.org/obo/TO_0000153,,"RFLP(ADG2probe,10.5kbfragment)"," ",,,10.1270/jsbbs.65.53
4374564,5,5,34,"103/103 genotypes (100%)","103/103 genotypes (100%)",,,SCAR(ADG2fragmentwithRYSC3primers)," ",,,10.1270/jsbbs.65.53
4448561,4,1,37,"Eye depth","Eye depth",,,toPt-437059," ",,,10.1186/s12863-015-0213-0
4448561,4,2,37,"Eye depth","Eye depth",,,30.75," ",,,10.1186/s12863-015-0213-0
4448561,4,3,37,"Eye depth","Eye depth",,,stsnp_c1_1203511.879,"  ",,,10.1186/s12863-015-0213-0
4448561,4,4,37,Field1,Field1,,,24.459," ",Generalshape," ",10.1186/s12863-015-0213-0
4448561,4,5,37,"General shape","General shape",,,pPt-650026," ",,,10.1186/s12863-015-0213-0
4448561,4,6,37,"Eye depth","Eye depth",,,pPt-459333," ",,,10.1186/s12863-015-0213-0
4632055,3,1,41,"Late Blight -2002","Late Blight -2002",,9,"Simplex,h4,c1_10590"," ",,,10.1534/g3.115.019646
4632055,3,2,41,"Late Blight -2003","Late Blight -2003",,9,"Simplex,h4,c1_10590"," ",,,10.1534/g3.115.019646
4632055,3,3,41,Maturity-2002,Maturity-2002,,5,"Duplex-simplex,c2_22986"," ",,,10.1534/g3.115.019646
4632055,3,4,41,Maturity-2003,Maturity-2003,,5,"Duplex-simplex,c2_22986"," ",,,10.1534/g3.115.019646
4648990,1,1,42,AH12,AH12,,,pPt-473623-pPt656201," ",,,10.1007/s11032-015-0415-1
4648990,1,2,42,AH13,AH13,,,pPt-654681," ",,,10.1007/s11032-015-0415-1
4648990,1,3,42,AH,AH,,,pPt-473623-pPt656201," ",,,10.1007/s11032-015-0415-1
4648990,1,4,42,RC,RC,,,pPt-536041," ",,,10.1007/s11032-015-0415-1
4648990,1,5,42,AH11,AH11,,,pPt-540198-Myb48g," ",,,10.1007/s11032-015-0415-1
4648990,1,6,42,AH12,AH12,,,pPt-536863," ",,,10.1007/s11032-015-0415-1
4648990,1,7,42,AH,AH,,,pPt-538874," ",,,10.1007/s11032-015-0415-1
4648990,1,8,42,CS12,Cs,http://purl.obolibrary.org/obo/TO_0000051,,pPt457555-ppt-471500," ",,,10.1007/s11032-015-0415-1
4648990,1,9,42,CS13,Cs,http://purl.obolibrary.org/obo/TO_0000051,,pPt-457555," ",,,10.1007/s11032-015-0415-1
4648990,1,10,42,CS,Cs,http://purl.obolibrary.org/obo/TO_0000051,,pPt457555-ppt-471500," ",,,10.1007/s11032-015-0415-1
4648990,1,11,42,RC12,RC12,,,pPt-536863," ",,,10.1007/s11032-015-0415-1
4648990,1,12,42,RC,RC,,,pPt-536863," ",,,10.1007/s11032-015-0415-1
4703618,2,1,45,LSC5AN,LSC5AN,,,"pPt-535988–pPt-538127P2,H","  ",,,10.1007/s00122-015-2615-9
4703618,2,2,45,7.49,7.49,,,"LSC5ALP2,H","  ",,,10.1007/s00122-015-2615-9
4703618,2,3,45,4.29,4.29,,,"TSCP2,H","  ",,,10.1007/s00122-015-2615-9
4703618,2,4,45,LSC5AL,LSC5AL,,,pPt-650366P2,"  ",,,10.1007/s00122-015-2615-9
4703618,2,5,45,LSC11AN,LSC11AN,,,pPt-535462P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,6,45,LSC11AL,LSC11AL,,,capPt-673196P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,7,45,TSC,TSC,,,toPt-440651H,"  ",,,10.1007/s00122-015-2615-9
4703618,2,8,45,LSC11AN,LSC11AN,,,pPt-656098P2,"  ",,,10.1007/s00122-015-2615-9
4703618,2,9,45,TSC,TSC,,,pPt-539763P2,"  ",,,10.1007/s00122-015-2615-9
4703618,2,10,45,TSC,TSC,,,"toPt-437014–pPt-538033P2","  ",,,10.1007/s00122-015-2615-9
4703618,2,11,45,LSC11AN,LSC11AN,,,pPt-656044P2,"  ",,,10.1007/s00122-015-2615-9
4703618,2,12,45,LSC11AL,LSC11AL,,,pPt-652452H,"  ",,,10.1007/s00122-015-2615-9
4703618,2,13,45,LSC11AN,LSC11AN,,,pPt-656209P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,14,45,TSC,TSC,,,toPt-438845H,"  ",,,10.1007/s00122-015-2615-9
4703618,2,15,45,LSC5AL,LSC5AL,,,pPt-657409P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,16,45,LSC11AL,LSC11AL,,,pPt-537372P2,"  ",,,10.1007/s00122-015-2615-9
4703618,2,17,45,LSC5AL,LSC5AL,,,pPt-651091P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,18,45,LSC11AN,LSC11AN,,,pPt-552383H,"  ",,,10.1007/s00122-015-2615-9
4703618,2,19,45,TSC,TSC,,,pPt-533878P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
4703618,2,20,45,TSC,TSC,,,pPt-471789H,"  ",,,10.1007/s00122-015-2615-9
4703618,2,21,45,LSC11AN,LSC11AN,,,P2," ",,,10.1007/s00122-015-2615-9
4703618,2,22,45,TSC,TSC,,,pPt-656237P1,"http://solgenomics.net/genome/Solanum_pennellii/variation/P1_1  ",,,10.1007/s00122-015-2615-9
5567664,3,1,46,"TY (3), TSY (3)","TY (3), TSY (3)",,,RADseq(3SNPs*)b," ",,,10.1186/s12864-017-3979-9
5567664,3,2,46,"TSC (1), TY (7), TSY (5)","TSC (1), TY (7), TSY (5)",,,RADseq(8SNPs)," ",,,10.1186/s12864-017-3979-9
5567664,3,3,46,"TSC (13), TY (8)","TSC (13), TY (8)",,,RADseq(13SNPs)," ",,,10.1186/s12864-017-3979-9
5567664,3,4,46,"TSC (8), TY (19), TSY (14)","TSC (8), TY (19), TSY (14)",,,RADseq(25SNPs)," ",Regulationofgluconeogenesis(uniprot/Q12508)," ",10.1186/s12864-017-3979-9
5567664,3,5,46,TSC,TSC,,,solcap_snp_c2_11924," ","Glycolysis,gluconeogenesis,Calvincycle[67]"," ",10.1186/s12864-017-3979-9
5567664,3,6,46,"TY, TSY, TSC","TY, TSY, TSC",,,solcap_snp_c2_54011," ",,,10.1186/s12864-017-3979-9
5567664,3,7,46,"TSC (4), TY (9), TSY (6)","TSC (4), TY (9), TSY (6)",,,RADseq(9SNPs*)," ",Posttranslationalregulationhttps://www.ncbi.nlm.nih.gov/gene/4117," ",10.1186/s12864-017-3979-9
5567664,3,8,46,"TY (3), TSY (2)","TY (3), TSY (2)",,,"solcap_snp_c2_9201,9202,9203"," ",,,10.1186/s12864-017-3979-9
5567664,3,9,46,"TSC (11), TY (11)","TSC (11), TY (11)",,,RADseq(13SNPs*)," ","Organellebiogenesisandfunction[70,71]"," ",10.1186/s12864-017-3979-9
5567664,3,10,46,"TY, TSY","TY, TSY",,,solcap_snp_c2_3063," ",,,10.1186/s12864-017-3979-9
5567664,3,11,46,"TSC (2), TY (2)","TSC (2), TY (2)",,,"RADseq(3SNPs*),solcap_snp_c2_25372"," ",,,10.1186/s12864-017-3979-9
4354307,2,1,51,"C6 2012","C6 2012",,,gwd1ct," ",,,10.3389/fpls.2015.00143
4354307,2,2,51,"C6 2012","C6 2012",,,gwd2gt," ",,,10.3389/fpls.2015.00143
4354307,2,3,51,"C6 2012","C6 2012",,,gwd14ga," ",,,10.3389/fpls.2015.00143
4354307,2,4,51,"C6 2012","C6 2012",,,gwd26ag," ",,,10.3389/fpls.2015.00143
4354307,2,5,51,"C6 2012","C6 2012",,,gwd27cg," ",,,10.3389/fpls.2015.00143
4354307,2,6,51,"C3 2011","C3 2011",,,sbei2ag," ",,,10.3389/fpls.2015.00143
4354307,2,7,51,"C6 2011","C6 2011",,,sbei2ag," ",,,10.3389/fpls.2015.00143
